ID_A,ID_B,Flag,Title_A,Title_B,ISBN_A,ISBN_B
bn_2305,B1576,,Pro Oracle Application Express / Edition 1,Pro Oracle Application Express (Expert's Voice in Oracle),9.78159E+12,9.78159E+12
bn_2321,B483,,Joe Celko's Analytics and OLAP in SQL,Joe Celko's Analytics and OLAP in SQL (The Morgan Kaufmann Series in Data Management Systems),9.78012E+12,9.78012E+12
bn_2335,B1617,,Oracle and UNIX Performance Tuning with Cdrom,Oracle and UNIX Performance Tuning with CDROM,9.78014E+12,9.78014E+12
bn_2341,B156,,Help! Microsoft Access,Help! Microsoft Access/Book and Disk,9.78156E+12,9.78156E+12
bn_2345,B1147,,FileMaker Pro 2.0 for Macintosh: A Practical Handbook for Designing Sophisticated Databases,FileMaker Pro 2.0 for Macintosh: A Practical Handbook for Designing Sophisticated Databases,9.7802E+12,9.7802E+12
bn_2353,B1477,,MacIntosh Bible Guide to FileMaker Pro 2.0,The Macintosh Bible Guide to FileMaker Pro: All You Need to Know to Manage Your Files Quickly and Efficiently,9.78094E+12,9.78094E+12
bn_2355,B1689,,"Microsoft Access for Windows 95, with CD-ROM (Mastering)",Mastering Microsoft Access for Windows 95,9.78078E+12,9.78078E+12
bn_2357,B696,,Sams Teach Yourself SQL in 24 Hours,Sams Teach Yourself SQL in 24 Hours (5th Edition),9.78067E+12,9.78067E+12
bn_2359,B364,,Oracle Database Performance Tuning Inter,"Oracle Database Performance Tuning Interview Questions, Answers and Explanations: Oracle Performance Tuning Certification Review",9.78193E+12,9.78193E+12
bn_2364,B1861,,Oracle Enterprise Manager 12c Command-Line Interface,Oracle Enterprise Manager 12c Command-Line Interface,9.78148E+12,9.78148E+12
bn_2366,B1778,,A Guide to MySQL / Edition 1,A Guide to MySQL (Available Titles Skills Assessment Manager (SAM) - Office 2010),9.78142E+12,9.78142E+12
bn_2389,B180,,Microsoft Office: Access 2003 Professional Results,Microsoft Office Access 2003 Professional Results,9.78007E+12,9.78007E+12
bn_2392,B1545,,Murach&#039;s PHP and MySQL,Murach's PHP and MySQL (Murach: Training & Reference),9.78189E+12,9.78189E+12
bn_2393,B129,,Oracle 11g R1/R2 Real Application Clusters Essentials,Oracle 11g R1/R2 Real Application Clusters Essentials,9.78185E+12,9.78185E+12
bn_2400,B1061,,"PHP and MySQL Web Development, Second Edition","PHP and MySQL Web Development, Second Edition",9.78067E+12,9.78067E+12
bn_2411,B1009,,Access 2000 VBA Handbook,Access 2000 VBA Handbook,9.78078E+12,9.78078E+12
bn_2415,B162,,Oracle9ias Building J2ee(Tm) Applications With Cdrom,Oracle9iAS Building J2EE(tm) Applications,9.78007E+12,9.78007E+12
bn_2416,B1700,,The Linux Databases,The Linux Database (Mis Press Slackware Series),9.78156E+12,9.78156E+12
bn_2417,B905,,DBASE IV Developers Ref GDE,dBase IV Developer's Reference Guide,9.78156E+12,9.78156E+12
bn_2428,B135,,"New Perspectives on Microsoft Access 2013, Introductory","New Perspectives on Microsoft Access 2013, Introductory",9.78129E+12,9.78129E+12
bn_2430,B1459,,Investigative Data Mining For Security And Criminal Detection / Edition 1,Investigative Data Mining for Security and Criminal Detection,9.78075E+12,9.78075E+12
bn_2451,B1523,,"DB2 11: The Ultimate Database for Cloud, Analytics & Mobile","DB2 11: The Ultimate Database for Cloud, Analytics & Mobile",9.78158E+12,9.78158E+12
bn_2478,B785,,Oracle Performance Tuning,Oracle Performance Tuning,9.78157E+12,
bn_2479,B19,,Data Mining with SQL Server 2005,Data Mining with SQL Server 2005,9.78047E+12,9.78047E+12
bn_2491,B531,,"Conceptual Modeling - ER 2001: 20th International Conference on Conceptual Modeling, Yokohama, Japan, November 27-30, 2001, Proceedings",Conceptual Modeling ER 2001,9.78354E+12,9.78354E+12
bn_2493,B652,,Oracle8i Tuning and Administration: The Essential Reference,Oracle8i Tuning and Administration: The Essential Reference,9.7802E+12,9.7802E+12
bn_2503,B1294,,Oracle Enterprise Manager Cloud Control 12c: Managing Data Center Chaos,Oracle Enterprise Manager Cloud Control 12c: Managing Data Center Chaos,9.78185E+12,9.78185E+12
bn_2525,B1475,,The Microsoft Data Warehouse Toolkit: With SQL Server 2008 R2 and the Microsoft Business Intelligence Toolset / Edition 2,The Microsoft Data Warehouse Toolkit: With SQL Server 2008 R2 and the Microsoft Business Intelligence Toolset,9.78047E+12,9.78047E+12
bn_2528,B1722,,Access 2003 Programming Weekend Crash Course,Access 2003 Programming Weekend Crash Course,9.78076E+12,9.78076E+12
bn_2552,B629,,Oracle8i: A Beginner's Guide,Oracle8i: A Beginner's Guide,9.78007E+12,9.78007E+12
bn_2559,B628,,SQL Server Developer's Guide to Olap with Analysis Services (Developer's Handbook Series),SQL Server Developer's Guide to OLAP with Analysis Services,9.78078E+12,9.78078E+12
bn_2561,B1199,,Expert Access 2007 Programming,Expert Access 2007 Programming,9.78047E+12,9.78047E+12
bn_2562,B670,,Bento Book: Beauty and Simplicity in Digital Organization,The Bento Book: Beauty and Simplicity in Digital Organization,9.78079E+12,9.78079E+12
bn_2563,B1049,,Microsoft Excel and Access Integration: With Office 2007,Microsoft Excel and Access Integration: With Microsoft Office 2007,9.78047E+12,9.78047E+12
bn_2566,B1132,,DB2 Universal Database: Call Level Interface Developer's Guide,DB2 Universal Database Call-Level Interface (Cli) Developer's Guide: Call Level Interface Cli Developer's Guide (Data Management Series),9.78007E+12,9.78007E+12
bn_2571,B1819,,Learn Personal Oracle 8.0 with Powerobjects 2.0,Learn Personal Oracle 8.0 With Power Objects 2.0,9.78156E+12,9.78156E+12
bn_2573,B2012,,Microsoft SQL Server 2000 Database Administrator's Guidebook,Microsoft SQL Server 2000 Database Administrator's Guidebook,9.78013E+12,9.78013E+12
bn_2576,B715,,Oracle8i for Linux Starter Kit (Book/CD-ROM Package),Oracle8i for Linux Starter Kit (Book/CD-ROM Package),9.78007E+12,9.78007E+12
bn_2577,B267,0,Database Management Systems,Worldwide Relational Database Management Systems 2008-2012 Forecast: Effects of the Economic Crisis,9.78025E+12,
bn_2585,B1752,,Practical Cassandra: A Developer's Approach,Practical Cassandra: A Developer's Approach (Addison-Wesley Data & Analytics Series),9.78032E+12,9.78032E+12
bn_2609,B1915,,Mastering MySQL 4 / Edition 1,Mastering MySQL 4,9.78078E+12,9.78078E+12
bn_2626,B969,,Informix: Client/Server Application Development,Informix: Client/Server Application Development (Mcgraw-Hill Series on Client/Server Computing),9.78008E+12,9.78008E+12
bn_2627,B610,,Microsoft Data Warehousing: Building Distributed Decision Support Systems,Microsoft(r) Data Warehousing: Building Distributed Decision Support Systems,9.78047E+12,9.78047E+12
bn_2633,B1740,,Beginning Oracle PL/SQL,Beginning Oracle PL/SQL,9.78148E+12,9.78148E+12
bn_2651,B1092,,Introduction to SQL: Mastering the Relational Database Language / Edition 3,Introduction to SQL: Mastering the Structured Query Language (3rd Edition),9.7802E+12,9.7802E+12
bn_2652,B705,,"Microsoft Office Access 2010, Introductory Edition: A Case Approach / Edition 1","Microsoft Office Access 2010: A Case Approach, Introductory (The O'Leary Series)",9.78008E+12,9.78008E+12
bn_2653,B581,,FileMaker Pro 2.1 for MacIntosh (Visual QuickStart Guide),Filemaker Pro 2.1 for the Macintosh (Visual QuickStart Guide),9.78157E+12,9.78157E+12
bn_2656,B1560,,DB2/400: The New as/400 Database,DB2/400: The New AS/400 Database: The Unabridged Guide to the New IBM Database Management System,9.78188E+12,9.78188E+12
bn_2672,B1679,,"Build Your Own Database-Driven Website Using PHP & MySQL: Covers PHP 5, MySQL4 and Mac OS X",Build Your Own Database Driven Website Using PHP and MySQL,9.78098E+12,9.78098E+12
bn_2682,B785,0,Oracle Performance Tuning Tips and Techniques,Oracle Performance Tuning,9.78008E+12,
bn_2693,B1652,,Patterns of Data Modeling / Edition 1,Patterns of Data Modeling (Emerging Directions in Database Systems and Applications),9.78144E+12,9.78144E+12
bn_2701,B1540,,Microsoft SQL Server 2000: A Guide to Enhancements and New Features,Microsoft SQL Server 2000: A Guide to Enhancements and New Features,9.7802E+12,9.7802E+12
bn_2714,B1161,,Access 97 for Windows: Concepts & Examples,Access 97: Concepts & Examples,9.78189E+12,9.78189E+12
bn_2715,B473,,DBXL and Quicksilver Programming: Beyond dBASE,Dbxl and Quicksilver Programming: Beyond dBASE,9.78088E+12,9.78088E+12
bn_2717,B1677,,Professional Microsoft SQL Server Analysis Services 2008 with MDX,Professional Microsoft SQL Server Analysis Services 2008 with MDX,9.78047E+12,9.78047E+12
bn_2726,B701,,Creating Microsoft Access 2000 Solutions: A Power Users' Guide,Creating Microsoft Access 2000 Solutions:  A Power Users' Guide,9.78067E+12,9.78067E+12
bn_2731,B208,,Microcomputer Applications and Programming with dBASE III PLUS,Microcomputer Applications and Programming With dBASE III Plus,9.78016E+12,9.78016E+12
bn_2742,B1422,,Online Social Networks: Human Cognitive Constraints in Facebook and Twitter Personal Graphs,Online Social Networks: Human Cognitive Constraints in Facebook and Twitter Personal Graphs (Computer Science Reviews and Trends),9.78013E+12,9.78013E+12
bn_2762,B503,,Crystal Reports Encyclopedia Volume 2: Programming .NET 2005,Crystal Reports Encyclopedia Volume 2: .NET 2005/2008,9.78097E+12,9.78097E+12
bn_2763,B1356,,The Visual Guide to Microsoft Access: The Pictorial Companion to Windows Database Management and Programming,The Visual Guide to Microsoft Access: The Pictorial Companion to Windows Database Management & Programming/Book and Disk (The Ventana Press Visual G),9.78157E+12,9.78157E+12
bn_2765,B1022,,The ABCs of dBASE IV 1.1,ABC's of dBASE IV 1.1,9.7809E+12,9.7809E+12
bn_2775,B1601,,Access Database Design and Programming,Access Database Design & Programming (3rd Edition),9.7806E+12,9.7806E+12
bn_2792,B1995,,Learn Oracle 8i,Learn Oracle 8i,9.78156E+12,9.78156E+12
bn_2796,B45,0,Oracle PL/SQL Programming,Oracle PL/SQL Programming: Guide to Oracle8i Features,9.78145E+12,
bn_2796,B1559,0,Oracle PL/SQL Programming,"Oracle PL/SQL Programming: Covers Versions Through Oracle Database 11g Release 2 (Animal Guide) (Edition Fifth Edition) by Feuerstein, Steven, Pribyl, Bill [paperback(2009£©]",9.78145E+12,
bn_2803,B810,,Microsoft Office Access 2003: The Complete Reference,Microsoft Office Access 2003: The Complete Reference (Osborne Complete Reference Series),9.78007E+12,
bn_2823,B742,,Applied Oracle Security: Developing Secure Database and Middleware Environments: Developing Secure Database and Middleware Environments / Edition 1,Applied Oracle Security: Developing Secure Database and Middleware Environments,9.78007E+12,9.78007E+12
bn_2824,B1736,,MDX Solutions: with Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase / Edition 2,MDX Solutions: With Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase,9.78047E+12,9.78047E+12
bn_2827,B2007,,DBASE III Plus S. A. V. E. Edition,dBASE III Plus/S.A.V.E Edition,9.78013E+12,9.78013E+12
bn_2838,B1232,,QR/Data Database 5 for DOS for Dummies,dBASE 5 for DOS for Dummies Quick Reference,9.78157E+12,9.78157E+12
bn_2845,B1678,,Mastering Phpmyadmin For Effective Mysql Management 2e,Mastering Phpmyadmin for Effective MySQL Management 2e,9.78185E+12,9.78185E+12
bn_2846,B267,0,Database Management Systems,Worldwide Relational Database Management Systems 2008-2012 Forecast: Effects of the Economic Crisis,9.78007E+12,
bn_2850,B117,,Oracle Regular Expressions: Pocket Reference,Oracle Regular Expressions Pocket Reference,9.7806E+12,9.7806E+12
bn_2851,B1653,,Data Warehousing and the AS/400,Data Warehousing & the as 400 with CDROM,9.78188E+12,9.78188E+12
bn_2854,B1634,,Modern Database Management / Edition 7,Modern Database Management,9.78013E+12,
bn_2860,B912,,"PHP, MySQL, JavaScript & HTML5 All-in-One For Dummies","PHP, MySQL, JavaScript & HTML5 All-in-One For Dummies",9.78112E+12,9.78112E+12
bn_2873,B29,,NoSQL for Mere Mortals,NoSQL for Mere Mortals,9.78013E+12,9.78013E+12
bn_2878,B1634,0,Modern Database Management / Edition 5,Modern Database Management,9.78081E+12,
bn_2888,B1463,,The dBASE IV 1.1 Programmer's Desktop Reference,dBASE IV 1.1 Programmer's Desktop Reference,9.7809E+12,9.7809E+12
bn_2909,B463,,The Paradox Relational Database Advisor,The Paradox Relational Database Advisor: Elements of Database Design,9.78083E+12,9.78083E+12
bn_2920,B1699,,Understanding Oracle,Understanding Oracle,9.7809E+12,9.7809E+12
bn_2927,B825,,Microsoft Access 2.0 for Windows,Microsoft Access 2.0 for Windows (South-Western Computer Training Series),9.78054E+12,9.78054E+12
bn_2935,B855,,JDBC Pocket Reference,JDBC Pocket Reference,9.7806E+12,9.7806E+12
bn_2947,B1473,,Essentials of dBASE VI with Advanced Applications,Essentials of dBASE IV With Advanced Applications (The Harpercollins Essentials Series),9.78007E+12,9.78007E+12
bn_2949,B1589,,"Essential Oracle8i Data Warehousing: Designing, Building, and Managing Oracle Data Warehouses","Essential Oracle8i Data Warehousing: Designing, Building, and Managing Oracle Data Warehouses",9.78047E+12,9.78047E+12
bn_2952,B1252,,Data Mining For Dummies,Data Mining For Dummies,9.78112E+12,9.78112E+12
bn_2953,B36,,DB2 11: The Database for Big Data & Analytics,DB2 11: The Database for Big Data & Analytics,9.78158E+12,9.78158E+12
bn_2960,B1097,,Microsoft SQL Server 2008 Step by Step,Microsoft SQL Server 2008 Step by Step (Step by Step Developer),9.78074E+12,9.78074E+12
bn_2978,B1749,,Data Protection And Information Lifecycle Management,Data Protection and Information Lifecycle Management,9.78013E+12,9.78013E+12
bn_2835,B2070,,Oracle Database 11g PL/SQL Programming Workbook / Edition 1,Oracle Database 11g PL/SQL Programming Workbook (Oracle Press),9.78007E+12,9.78007E+12
bn_2494,B2076,,Oracle Built-in Packages,Oracle Built-in Packages,9.78157E+12,9.78157E+12
bn_2180,B2096,,Microsoft Office User Specialist Microsoft Access 97 Exam Guide,Microsoft Office User Specialist Microsoft Access 97 Exam Guide,9.78079E+12,9.78079E+12
bn_2287,B2102,,A Guide to SQL Standard / Edition 4,A Guide to SQL Standard (4th Edition),9.7802E+12,9.7802E+12
bn_2639,B2104,,SQL/400 by Example,SQL/400 by Example,9.78158E+12,9.78158E+12
bn_2575,B2108,,Oracle 7.3 Developer's Guide,Oracle 7.3 Developer's Guide (Sams Developer's Guide),9.78067E+12,9.78067E+12
bn_2841,B2162,,Sams Teach Yourself SQL in 10 Minutes,"SQL in 10 Minutes, Sams Teach Yourself (4th Edition)",9.78067E+12,9.78067E+12
bn_2184,B2169,,Optimizing Informix Applications,Optimizing Informix Applications (Informix Series),9.78013E+12,9.78013E+12
bn_2737,B2185,,Expert One on One: Oracle,Expert One on One Oracle,9.78186E+12,9.78186E+12
bn_2582,B2193,,Oracle Data Mining: Mining Gold from Your Warehouse,Oracle Data Mining: Mining Gold from Your Warehouse (Oracle In-Focus series) (Volume 25),9.78097E+12,9.78097E+12
bn_2810,B2194,,Beginning Oracle Programming / Edition 1,Beginning Oracle Programming,9.78186E+12,9.78186E+12
bn_2970,B2211,,Advances in Database Systems: Implementations and Applications,Advances in Database Systems: Implementations and Applications (CISM International Centre for Mechanical Sciences),9.78321E+12,9.78321E+12
bn_2825,B2216,,Administering SQL: Server 7,Administering SQL Server 7,9.78007E+12,9.78007E+12
bn_2729,B2223,,"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map","Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map",9.78143E+12,9.78143E+12
bn_2399,B2229,,PostgreSQL,PostgreSQL (2nd Edition),9.78067E+12,9.78067E+12
bn_2239,B2237,,Oracle PL/SQL For Dummies,Oracle PL / SQL For Dummies,9.78076E+12,9.78076E+12
bn_2531,B2288,,Microsoft Access 2010 Plain & Simple,Microsoft Access 2010 Plain & Simple,9.78074E+12,
bn_2193,B2295,,Hands-On dBASE III Plus,Hands-On dBASE III Plus: DOS for IBM PC MS DOS Database Management Using dBASE II Plus (Wadsworth Series in Computer Information Science),9.78053E+12,9.78053E+12
bn_2401,B2308,,"The dBASE IV: Secrets, Solutions, Shortcuts",dBASE IV: Secrets Solutions Shortcuts,9.78008E+12,9.78008E+12
bn_2981,B2377,,Mastering SQL Server 2005 Reporting Services Infrastructure Design,Mastering SQL Server 2005 Reporting Services Infrastructure Design,9.78047E+12,9.78047E+12
bn_2975,B2384,,MySQL Database Usage &amp; Administration / Edition 1,MySQL Database Usage & Administration,9.78007E+12,9.78007E+12
bn_2437,B2404,,Marketing Analytics: Data-Driven Techniques with Microsoft Excel,Marketing Analytics: Data-Driven Techniques with Microsoft Excel,9.78112E+12,9.78112E+12
bn_2340,B2430,,Microsoft SQL Server 6 Unleashed,Microsoft SQL Server 6 Unleashed,9.78067E+12,9.78067E+12
bn_2298,B2452,,PHP and MySQL Instant Results,PHP and MySQL: Create - Modify - Reuse,9.78047E+12,9.78047E+12
bn_2263,B2486,,"Flexible and Efficient Information Handling: 23rd British National Conference on Databases, BNCOD 23, Belfast, Northern Ireland, UK, July 18-20, 2006, Proceedings / Edition 1","Flexible and Efficient Information Handling: 23rd British National Conference on Databases, BNCOD 23, Belfast, Northern Ireland, UK, July 18-20, 2006, Proceedings (Lecture Notes in Computer Science)",9.78354E+12,9.78354E+12
bn_2798,B2516,,Using Oracle,Using Oracle,9.78088E+12,9.78088E+12
bn_2524,B2572,,Learn File Maker Pro 5.0,Learn File Maker Pro 5.0,9.78156E+12,9.78156E+12
bn_2663,B2581,,Access 2.0 VisiRef,Access 2 Visiref (The Visual Quick Reference),9.78157E+12,9.78157E+12
bn_2776,B2600,,SQL: Access to SQL Server / Edition 1,SQL: Access to SQL Server,9.78189E+12,9.78189E+12
bn_2959,B2608,,Hands-on dBASE IV (Version 1.1),Hands-On dBASE IV (Version 1.1),9.78053E+12,9.78053E+12
bn_2293,B2619,,Sams Teach Yourself Microsoft SQL Server 6.5 in 21 Days,Teach Yourself Microsoft SQL Server 6.5 in 21 Days,9.78067E+12,9.78067E+12
bn_2671,B2627,,"Mastering Access 97 for Windows 95/NT, with CD-ROM",Access 97: For Windows 95/NT (Mastering),9.78078E+12,9.78078E+12
bn_2303,B2628,,Professional SQL Server 2005 Programming,Professional SQL Server 2005 Programming,9.78076E+12,9.78076E+12
bn_2252,B2664,,"Data Mining Techniques: For Marketing, Sales, and Customer Support / Edition 1","Data Mining Techniques: For Marketing, Sales, and Customer Support",9.78047E+12,9.78047E+12
bn_2386,B2666,,Learning Qlikview Data Visualization,Learning Qlikview Data Visualization,9.78178E+12,9.78178E+12
bn_2261,B2677,,Access 97 Exam Prep,Microsoft Access 97 Exam Prep,9.78158E+12,9.78158E+12
bn_2811,B2679,,Microsoft Access 2007 Data Analysis,Microsoft Access 2007 Data Analysis,9.78047E+12,9.78047E+12
bn_2243,B2683,,Professional Microsoft SQL Server 2008 Programming,Professional Microsoft SQL Server 2008 Programming,9.78047E+12,9.78047E+12
bn_2880,B2709,,Accessible Access 2000 / Edition 1,Accessible Access 2000,9.78185E+12,9.78185E+12
bn_2187,B2724,,eXist: A NoSQL Document Database and Application Platform,eXist: A NoSQL Document Database and Application Platform,9.78145E+12,9.78145E+12
bn_2373,B2750,,Special Edition Using Microsoft Office Access 2003,Special Edition Using Microsoft Office Access 2003,9.78079E+12,9.78079E+12
bn_2394,B2753,,Professional Data Warehousing with SQL Server 7.0 and OLAP Services,Professional Data Warehousing with SQL Server 7.0 and OLAP Services,9.78186E+12,9.78186E+12
bn_2821,B2762,,Understanding Relational Database Query Languages / Edition 1,Understanding Relational Database Query Languages,9.78013E+12,9.78013E+12
bn_2844,B2795,,Access Data Analysis Cookbook,Access Data Analysis Cookbook,9.7806E+12,9.7806E+12
bn_2143,B2854,,DB2 Universal Database SQL Developer's Guide,DB2 Universal Database SQL Developer's Guide,9.78007E+12,9.78007E+12
bn_2471,B2857,,Real-World Hadoop,Real-World Hadoop,9.78149E+12,9.78149E+12
bn_2465,B2880,,Expert Oracle GoldenGate / Edition 1,Expert Oracle GoldenGate (Expert's Voice in Oracle),9.78143E+12,9.78143E+12
bn_2570,B2881,,Communicating Data with Tableau,Communicating Data with Tableau,9.78145E+12,9.78145E+12
bn_2507,B2883,,Creating a Self-Tuning Oracle Database: Automating Oracle9i Dynamic SGA Performance,Creating a Self-Tuning Oracle Database: Automating Oracle9i Dynamic SGA Performance (Oracle In-Focus series),9.78097E+12,9.78097E+12
bn_2757,B2885,,Expert Oracle RAC 12c,Expert Oracle RAC 12c (The Expert's Voice),9.78143E+12,9.78143E+12
bn_2101,B2918,,Expert One-on-One Microsoft Access Application Development,Expert One-on-One Microsoft Access Application Development,9.78076E+12,9.78076E+12
bn_2350,B2966,,Common Warehouse Metamodel,Common Warehouse Metamodel (OMG),9.78047E+12,9.78047E+12